step,rewards,times
46,-46,0.004
50,-149,0.005
42,-42,0.003
46,-46,0.004
46,-46,0.003
44,-44,0.003
202,-301,0.014
84,-282,0.007
42,-42,0.002
48,-48,0.003
44,-44,0.003
42,-42,0.002
52,-52,0.006
48,-48,0.003
46,-46,0.004
42,-42,0.003
79,-178,0.008
156,-255,0.007
65,-65,0.005
40,-40,0.004
59,-158,0.003
48,-48,0.003
46,-46,0.002
399,-498,0.019
61,-160,0.005
44,-44,0.002
40,-40,0.004
83,-182,0.004
60,-60,0.005
44,-44,0.003
119,-317,0.006
52,-52,0.003
56,-56,0.005
67,-166,0.005
54,-54,0.011
50,-50,0.006
48,-48,0.004
44,-44,0.006
48,-48,0.011
46,-46,0.012
261,-360,0.014
59,-158,0.005
263,-758,0.019
44,-44,0.012
42,-42,0.005
80,-179,0.01
44,-44,0.004
97,-295,0.009
88,-187,0.006
95,-194,0.009
86,-185,0.007
52,-52,0.006
44,-44,0.006
91,-190,0.006
217,-514,0.019
75,-174,0.01
46,-46,0.005
79,-178,0.004
46,-46,0.004
48,-147,0.005
48,-48,0.005
42,-42,0.006
40,-40,0.004
48,-48,0.005
48,-48,0.004
60,-60,0.005
102,-102,0.008
44,-44,0.004
44,-44,0.002
44,-44,0.006
44,-44,0.004
46,-46,0.003
50,-50,0.003
358,-457,0.023
42,-42,0.004
44,-44,0.003
42,-42,0.002
52,-52,0.006
267,-762,0.016
85,-184,0.007
42,-42,0.002
46,-46,0.009
42,-42,0.004
48,-48,0.004
52,-52,0.003
91,-190,0.007
42,-42,0.004
57,-156,0.004
40,-40,0.005
44,-44,0.004
135,-333,0.007
52,-52,0.007
44,-44,0.003
54,-54,0.005
40,-40,0.004
50,-50,0.007
228,-426,0.014
46,-46,0.003
140,-239,0.013
46,-46,0.004
44,-44,0.004
50,-50,0.002
48,-48,0.003
42,-42,0.006
40,-40,0.008
44,-44,0.004
46,-46,0.007
60,-159,0.005
76,-76,0.003
44,-44,0.007
48,-48,0.005
48,-48,0.003
60,-159,0.005
42,-42,0.005
42,-42,0.003
44,-44,0.003
126,-126,0.009
44,-44,0.004
42,-42,0.002
42,-42,0.002
88,-187,0.009
114,-213,0.007
42,-42,0.008
55,-154,0.004
78,-78,0.006
40,-40,0.006
52,-52,0.005
42,-42,0.002
42,-42,0.002
75,-174,0.009
40,-40,0.004
56,-155,0.006
44,-44,0.006
46,-46,0.004
42,-42,0.005
46,-46,0.004
44,-44,0.006
110,-308,0.006
50,-50,0.007
46,-46,0.005
42,-42,0.005
42,-42,0.004
42,-42,0.006
69,-267,0.005
102,-201,0.005
40,-40,0.004
46,-46,0.004
50,-50,0.003
52,-52,0.005
46,-46,0.006
98,-197,0.007
46,-46,0.002
44,-44,0.008
48,-48,0.007
52,-52,0.007
48,-48,0.005
46,-46,0.004
42,-42,0.002
44,-44,0.008
54,-54,0.004
46,-46,0.003
96,-195,0.009
46,-46,0.005
40,-40,0.004
42,-42,0.006
46,-46,0.004
46,-46,0.003
46,-46,0.003
46,-46,0.003
48,-48,0.006
40,-40,0.003
80,-278,0.005
48,-48,0.006
50,-50,0.004
294,-393,0.028
48,-48,0.005
46,-46,0.004
42,-42,0.004
181,-280,0.015
80,-278,0.005
46,-46,0.005
48,-48,0.004
42,-42,0.003
134,-431,0.01
142,-340,0.009
40,-40,0.004
48,-48,0.005
44,-44,0.004
48,-48,0.003
44,-44,0.005
52,-52,0.005
46,-46,0.003
42,-42,0.002
86,-185,0.011
42,-42,0.003
51,-150,0.003
44,-44,0.002
84,-183,0.008
52,-52,0.005
56,-56,0.003
40,-40,0.005
88,-187,0.007
48,-48,0.002
44,-44,0.003
42,-42,0.007
52,-52,0.004
56,-56,0.005
48,-48,0.005
50,-50,0.004
50,-50,0.005
78,-177,0.004
44,-44,0.008
44,-44,0.003
40,-40,0.002
50,-50,0.005
44,-44,0.005
52,-52,0.004
46,-46,0.004
42,-42,0.003
52,-52,0.005
48,-48,0.004
42,-42,0.003
44,-44,0.003
46,-46,0.005
40,-40,0.004
83,-281,0.005
175,-274,0.012
99,-198,0.005
44,-44,0.003
67,-166,0.007
46,-46,0.004
54,-54,0.003
57,-156,0.005
76,-175,0.007
44,-44,0.003
50,-149,0.003
46,-46,0.007
277,-475,0.017
46,-46,0.004
94,-193,0.005
53,-152,0.003
356,-455,0.023
88,-286,0.006
46,-46,0.003
50,-50,0.007
101,-200,0.005
122,-320,0.009
46,-46,0.005
107,-305,0.005
46,-46,0.002
74,-173,0.008
81,-180,0.005
78,-177,0.003
153,-252,0.01
46,-46,0.004
40,-40,0.016
76,-175,0.013
56,-56,0.004
291,-291,0.023
81,-180,0.006
46,-46,0.004
42,-42,0.003
55,-154,0.007
42,-42,0.003
42,-42,0.004
42,-42,0.003
74,-74,0.007
48,-48,0.004
46,-46,0.004
42,-42,0.007
44,-44,0.004
40,-40,0.005
48,-48,0.003
42,-42,0.005
228,-327,0.013
80,-179,0.007
42,-42,0.004
70,-169,0.004
42,-42,0.005
55,-154,0.005
50,-50,0.004
187,-286,0.012
72,-72,0.004
53,-152,0.003
62,-161,0.006
196,-196,0.01
42,-42,0.007
51,-150,0.003
82,-181,0.005
53,-152,0.006
42,-42,0.004
56,-155,0.004
113,-212,0.006
44,-44,0.005
97,-394,0.008
47,-146,0.002
40,-40,0.006
42,-42,0.004
85,-184,0.004
46,-46,0.004
52,-52,0.006
52,-52,0.003
42,-42,0.003
44,-44,0.005
104,-104,0.008
86,-185,0.007
42,-42,0.005
42,-42,0.004
40,-40,0.004
56,-56,0.005
42,-42,0.006
106,-403,0.009
84,-183,0.008
48,-48,0.005
42,-42,0.004
40,-40,0.004
48,-48,0.003
40,-40,0.004
46,-46,0.003
97,-295,0.005
48,-48,0.005
167,-167,0.009
42,-42,0.004
52,-52,0.005
44,-44,0.003
40,-40,0.002
73,-172,0.004
74,-173,0.006
40,-40,0.003
56,-155,0.003
55,-154,0.003
74,-173,0.007
46,-46,0.003
66,-165,0.002
50,-50,0.006
48,-48,0.006
56,-56,0.005
42,-42,0.003
42,-42,0.002
304,-304,0.016
61,-160,0.006
40,-40,0.003
54,-54,0.002
44,-44,0.003
55,-154,0.002
48,-48,0.006
40,-40,0.004
40,-40,0.003
42,-42,0.002
48,-48,0.005
44,-44,0.005
40,-40,0.003
46,-46,0.003
87,-285,0.004
46,-46,0.005
59,-158,0.003
46,-46,0.003
42,-42,0.003
84,-282,0.005
83,-182,0.005
46,-46,0.003
54,-54,0.003
40,-40,0.002
44,-44,0.004
40,-40,0.004
46,-46,0.004
165,-363,0.011
50,-50,0.005
70,-70,0.004
73,-172,0.007
48,-48,0.006
42,-42,0.003
44,-44,0.002
48,-48,0.004
53,-152,0.004
42,-42,0.004
42,-42,0.002
52,-52,0.003
42,-42,0.003
48,-48,0.005
137,-335,0.006
48,-48,0.002
56,-56,0.004
46,-46,0.004
53,-152,0.004
46,-46,0.003
44,-44,0.002
131,-329,0.01
80,-179,0.005
70,-169,0.003
44,-44,0.005
72,-171,0.004
44,-44,0.003
44,-44,0.002
42,-42,0.002
44,-44,0.007
49,-148,0.004
91,-190,0.004
48,-48,0.004
42,-42,0.004
42,-42,0.004
46,-46,0.002
76,-175,0.005
46,-46,0.01
44,-44,0.003
121,-319,0.009
63,-162,0.006
58,-157,0.005
44,-143,0.005
40,-40,0.003
46,-46,0.003
42,-42,0.003
166,-364,0.008
48,-48,0.004
40,-40,0.002
58,-58,0.003
42,-42,0.003
46,-46,0.004
46,-46,0.004
42,-42,0.004
83,-182,0.007
46,-46,0.005
44,-44,0.004
40,-40,0.004
53,-152,0.005
40,-40,0.004
80,-179,0.005
83,-182,0.005
46,-46,0.004
42,-42,0.005
73,-172,0.003
52,-52,0.003
164,-362,0.009
80,-179,0.005
84,-183,0.005
50,-149,0.005
42,-42,0.003
76,-175,0.003
50,-50,0.003
44,-44,0.005
42,-42,0.004
40,-40,0.004
70,-70,0.004
56,-155,0.007
42,-42,0.003
46,-46,0.004
40,-40,0.002
56,-56,0.006
46,-145,0.005
44,-44,0.004
40,-40,0.002
44,-44,0.006
48,-48,0.005
44,-44,0.003
48,-48,0.004
48,-48,0.006
40,-40,0.003
48,-48,0.004
48,-48,0.006
46,-46,0.004
44,-44,0.004
56,-155,0.004
42,-42,0.004
44,-44,0.005
69,-168,0.004
72,-171,0.007
42,-42,0.004
44,-44,0.004
40,-40,0.003
56,-56,0.004
42,-42,0.004
48,-48,0.004
48,-48,0.003
106,-106,0.01
46,-46,0.003
114,-411,0.007
42,-42,0.005
46,-46,0.004
48,-48,0.004
83,-182,0.007
42,-42,0.006
44,-44,0.003
42,-42,0.004
46,-46,0.005
57,-156,0.004
46,-46,0.005
44,-44,0.003
42,-42,0.002
44,-44,0.006
42,-42,0.002
44,-44,0.004
54,-54,0.003
42,-42,0.004
42,-42,0.005
46,-46,0.003
50,-149,0.003
44,-44,0.002
46,-46,0.007
46,-145,0.005
44,-44,0.003
67,-265,0.005
40,-40,0.003
42,-42,0.005
44,-44,0.003
44,-44,0.003
208,-505,0.013
54,-54,0.004
115,-115,0.008
42,-42,0.004
46,-46,0.003
54,-54,0.003
129,-327,0.01
64,-163,0.003
46,-46,0.002
40,-40,0.004
42,-42,0.003
40,-40,0.003
52,-52,0.002
52,-52,0.003
48,-48,0.003
48,-48,0.004
116,-314,0.015
40,-40,0.004
57,-156,0.009
48,-48,0.004
91,-190,0.006
84,-282,0.008
51,-150,0.006
44,-44,0.004
42,-42,0.004
46,-46,0.004
50,-50,0.003
46,-46,0.003
42,-42,0.005
40,-40,0.003
90,-288,0.009
66,-165,0.007
432,-432,0.041
40,-40,0.004
46,-46,0.004
48,-48,0.005
50,-50,0.005
42,-42,0.003
44,-44,0.004
40,-40,0.004
72,-72,0.006
255,-354,0.015
93,-192,0.005
50,-50,0.002
230,-428,0.016
48,-48,0.003
58,-58,0.006
44,-44,0.004
46,-46,0.004
46,-46,0.004
42,-42,0.006
46,-46,0.003
48,-48,0.002
80,-179,0.008
68,-266,0.006
44,-44,0.002
64,-163,0.004
40,-40,0.004
110,-308,0.008
56,-56,0.003
96,-195,0.008
55,-154,0.003
42,-42,0.003
44,-44,0.003
46,-46,0.003
46,-46,0.004
40,-40,0.003
48,-48,0.004
44,-44,0.003
42,-42,0.004
48,-48,0.004
68,-68,0.005
46,-46,0.003
46,-46,0.004
81,-180,0.007
44,-44,0.002
258,-456,0.015
40,-40,0.002
54,-54,0.003
46,-46,0.002
40,-40,0.004
42,-42,0.004
42,-42,0.003
44,-44,0.003
40,-40,0.002
51,-150,0.005
42,-42,0.003
46,-46,0.003
90,-189,0.004
42,-42,0.002
54,-54,0.006
46,-46,0.004
42,-42,0.002
44,-44,0.003
44,-44,0.002
46,-46,0.006
54,-54,0.004
84,-183,0.004
46,-46,0.002
92,-191,0.008
54,-54,0.003
46,-46,0.002
44,-44,0.003
46,-46,0.004
42,-42,0.005
40,-40,0.002
40,-40,0.003
46,-46,0.003
98,-98,0.006
42,-42,0.004
48,-48,0.003
48,-48,0.003
58,-58,0.005
50,-50,0.003
50,-50,0.003
44,-44,0.002
46,-46,0.003
40,-40,0.002
78,-177,0.006
46,-46,0.003
126,-423,0.006
78,-177,0.005
42,-42,0.003
46,-46,0.004
42,-42,0.003
46,-46,0.002
42,-42,0.002
46,-46,0.005
48,-48,0.004
48,-48,0.003
42,-42,0.002
241,-241,0.011
83,-281,0.004
43,-142,0.003
46,-46,0.002
59,-158,0.004
44,-44,0.004
82,-181,0.004
44,-44,0.003
40,-40,0.004
46,-46,0.004
40,-40,0.003
44,-44,0.003
42,-42,0.002
44,-44,0.002
42,-42,0.005
48,-48,0.005
62,-62,0.003
44,-44,0.003
42,-42,0.003
56,-56,0.006
46,-46,0.004
67,-166,0.003
46,-46,0.002
78,-177,0.007
52,-52,0.002
42,-42,0.003
46,-46,0.002
50,-50,0.002
76,-175,0.007
46,-46,0.003
48,-147,0.003
42,-42,0.003
50,-149,0.005
72,-171,0.005
73,-172,0.004
42,-42,0.002
42,-42,0.004
62,-62,0.005
42,-42,0.003
40,-40,0.002
48,-48,0.002
77,-176,0.007
52,-52,0.004
61,-160,0.003
82,-181,0.004
40,-40,0.003
46,-46,0.004
52,-52,0.004
112,-310,0.006
46,-46,0.002
40,-40,0.003
44,-44,0.003
48,-48,0.002
52,-52,0.003
192,-291,0.01
86,-185,0.006
46,-46,0.004
42,-42,0.002
46,-145,0.005
59,-158,0.004
40,-40,0.003
67,-166,0.003
46,-46,0.003
48,-48,0.004
42,-42,0.004
48,-48,0.002
47,-146,0.002
46,-46,0.002
94,-193,0.007
40,-40,0.004
87,-186,0.004
82,-181,0.003
44,-44,0.004
46,-145,0.004
52,-52,0.003
42,-42,0.002
44,-44,0.002
42,-42,0.004
78,-276,0.004
52,-52,0.003
42,-42,0.002
108,-405,0.004
84,-183,0.007
48,-48,0.003
81,-180,0.004
52,-52,0.002
74,-74,0.006
70,-169,0.005
42,-42,0.002
48,-48,0.002
278,-377,0.016
50,-50,0.002
128,-227,0.009
42,-42,0.003
123,-321,0.005
54,-54,0.005
63,-162,0.005
80,-179,0.004
54,-153,0.002
40,-40,0.004
44,-44,0.003
52,-52,0.002
48,-48,0.003
51,-150,0.003
40,-40,0.006
50,-50,0.004
50,-50,0.004
44,-44,0.003
40,-40,0.002
81,-180,0.007
87,-186,0.004
96,-96,0.005
48,-48,0.005
52,-52,0.004
47,-146,0.002
48,-48,0.004
74,-173,0.005
79,-178,0.005
73,-172,0.003
50,-50,0.004
50,-50,0.004
44,-44,0.003
42,-42,0.003
46,-46,0.003
50,-50,0.002
47,-146,0.002
46,-46,0.003
46,-46,0.003
44,-44,0.003
46,-46,0.003
62,-161,0.002
40,-40,0.004
44,-44,0.005
77,-275,0.005
40,-40,0.003
63,-162,0.003
46,-46,0.006
46,-46,0.004
44,-44,0.004
42,-42,0.002
48,-48,0.004
44,-44,0.004
54,-54,0.003
52,-151,0.002
58,-157,0.006
44,-44,0.004
44,-44,0.003
48,-48,0.003
78,-177,0.004
42,-42,0.005
56,-56,0.004
42,-42,0.004
76,-175,0.003
48,-48,0.003
48,-48,0.004
48,-48,0.003
83,-182,0.003
46,-46,0.003
52,-151,0.004
44,-44,0.003
46,-46,0.003
42,-42,0.002
44,-44,0.003
50,-50,0.003
44,-44,0.004
40,-40,0.002
50,-50,0.004
44,-44,0.002
50,-50,0.002
46,-46,0.004
46,-46,0.004
40,-40,0.002
42,-42,0.003
46,-46,0.002
72,-171,0.004
44,-44,0.004
44,-44,0.003
48,-48,0.003
50,-50,0.003
44,-44,0.003
50,-50,0.004
46,-46,0.003
44,-44,0.003
50,-50,0.002
46,-46,0.003
44,-44,0.003
46,-46,0.004
50,-50,0.003
44,-44,0.002
54,-54,0.003
48,-48,0.003
46,-46,0.004
46,-46,0.004
52,-52,0.006
46,-46,0.014
46,-46,0.005
46,-46,0.006
50,-50,0.004
46,-46,0.004
50,-149,0.004
42,-42,0.004
50,-50,0.002
74,-173,0.004
46,-46,0.004
73,-172,0.005
40,-40,0.008
82,-280,0.007
40,-40,0.003
58,-58,0.016
46,-46,0.004
44,-44,0.003
44,-44,0.005
42,-42,0.005
46,-46,0.003
80,-179,0.004
50,-50,0.002
48,-48,0.004
48,-48,0.005
42,-42,0.004
46,-46,0.003
40,-40,0.004
44,-44,0.005
58,-58,0.005
42,-42,0.004
42,-42,0.004
50,-50,0.005
44,-44,0.006
50,-50,0.005
74,-173,0.006
44,-44,0.003
74,-173,0.004
50,-50,0.004
50,-50,0.004
82,-181,0.006
48,-48,0.004
58,-58,0.005
42,-42,0.003
42,-42,0.004
42,-42,0.004
52,-52,0.005
46,-46,0.003
44,-44,0.005
48,-48,0.003
74,-173,0.005
40,-40,0.005
68,-266,0.006
46,-46,0.005
42,-42,0.004
50,-149,0.005
73,-172,0.007
44,-44,0.004
84,-183,0.006
46,-46,0.005
44,-44,0.004
94,-94,0.007
46,-46,0.003
42,-42,0.004
48,-48,0.005
48,-48,0.004
82,-181,0.006
47,-146,0.004
46,-46,0.006
40,-40,0.004
44,-44,0.002
44,-44,0.005
42,-42,0.004
42,-42,0.004
44,-44,0.003
42,-42,0.004
40,-40,0.004
46,-46,0.006
48,-48,0.003
46,-46,0.003
227,-326,0.012
44,-44,0.002
40,-40,0.005
47,-146,0.004
40,-40,0.002
46,-46,0.003
42,-42,0.004
50,-50,0.004
44,-44,0.004
106,-304,0.007
46,-46,0.004
40,-40,0.004
44,-44,0.003
42,-42,0.003
44,-44,0.006
46,-46,0.005
58,-157,0.006
46,-46,0.003
46,-46,0.004
44,-44,0.004
44,-44,0.005
85,-283,0.005
48,-48,0.003
42,-42,0.004
46,-46,0.002
78,-177,0.005
44,-44,0.004
137,-137,0.009
50,-50,0.004
48,-48,0.004
46,-46,0.006
42,-42,0.003
49,-148,0.003
46,-46,0.003
120,-219,0.008
44,-44,0.002
77,-176,0.004
44,-44,0.004
47,-146,0.004
42,-42,0.003
52,-151,0.003
46,-46,0.003
52,-52,0.004
42,-42,0.004
50,-50,0.005
50,-50,0.003
42,-42,0.004
40,-40,0.004
56,-155,0.005
49,-148,0.003
46,-46,0.007
44,-44,0.003
57,-156,0.003
42,-42,0.003
50,-50,0.004
52,-52,0.004
52,-52,0.005
88,-286,0.004
44,-44,0.005
42,-42,0.003
46,-46,0.003
42,-42,0.002
48,-48,0.004
52,-52,0.005
46,-46,0.003
48,-48,0.005
46,-46,0.003
84,-183,0.007
42,-42,0.006
48,-48,0.004
99,-198,0.005
48,-48,0.003
44,-44,0.003
44,-44,0.005
69,-168,0.005
44,-44,0.004
52,-151,0.004
40,-40,0.004
40,-40,0.002
42,-42,0.003
48,-48,0.003
48,-48,0.006
44,-44,0.003
50,-50,0.003
44,-44,0.004
44,-44,0.002
40,-40,0.003
46,-145,0.003
44,-44,0.003
44,-44,0.005
42,-42,0.004
42,-42,0.005
44,-44,0.004
44,-44,0.005
42,-42,0.005
46,-46,0.003
50,-50,0.003
42,-42,0.005
50,-50,0.005
48,-48,0.003
40,-40,0.004
54,-153,0.006
46,-46,0.003
44,-44,0.004
42,-42,0.003
44,-44,0.005
49,-148,0.003
40,-40,0.005
42,-42,0.003
42,-42,0.007
42,-42,0.003
100,-298,0.006
42,-42,0.009
40,-40,0.004
72,-171,0.008
44,-143,0.005
42,-42,0.005
48,-48,0.005
42,-42,0.005
46,-46,0.003
56,-155,0.004
40,-40,0.002
44,-44,0.005
40,-40,0.003
42,-42,0.003
42,-42,0.003
46,-46,0.004
46,-46,0.004
44,-44,0.002
88,-286,0.006
58,-58,0.003
44,-44,0.004
50,-50,0.003
42,-42,0.003
52,-52,0.003
42,-42,0.002
42,-42,0.003
51,-150,0.004
46,-46,0.003
42,-42,0.003
46,-46,0.002
42,-42,0.003
48,-48,0.003
50,-50,0.004
44,-44,0.004
71,-170,0.005
46,-46,0.002
74,-173,0.005
44,-44,0.003
80,-179,0.005
52,-52,0.002
46,-46,0.005
42,-42,0.002
52,-151,0.004
44,-44,0.003
48,-48,0.003
44,-44,0.003
46,-46,0.003
50,-50,0.006
337,-337,0.015
42,-42,0.002
44,-44,0.003
44,-44,0.002
72,-171,0.005
42,-42,0.004
40,-40,0.003
42,-42,0.002
44,-44,0.003
42,-42,0.003
48,-147,0.004
40,-40,0.004
80,-278,0.003
44,-44,0.003
50,-50,0.004
42,-42,0.003
48,-48,0.003
50,-50,0.003
42,-42,0.002
58,-157,0.004
50,-50,0.003
50,-50,0.003
101,-200,0.005
83,-182,0.006
46,-46,0.005
46,-46,0.003
42,-42,0.002
48,-48,0.003
47,-146,0.005
42,-42,0.003
40,-40,0.002
50,-50,0.003
42,-42,0.002
44,-44,0.004
48,-48,0.005
45,-144,0.003
51,-150,0.004
40,-40,0.004
63,-162,0.004
44,-44,0.004
48,-48,0.003
50,-149,0.004
46,-46,0.004
48,-48,0.003
108,-207,0.005
42,-42,0.002
48,-48,0.005
54,-54,0.004
50,-50,0.003
46,-46,0.002
42,-42,0.003
48,-48,0.005
144,-144,0.009
50,-50,0.003
52,-52,0.003
42,-42,0.003
55,-154,0.003
42,-42,0.003
114,-213,0.007
42,-42,0.004
40,-40,0.003
50,-50,0.008
50,-50,0.007
40,-40,0.005
46,-46,0.005
57,-57,0.005
40,-40,0.004
44,-44,0.003
57,-156,0.009
48,-48,0.004
76,-175,0.005
42,-42,0.004
56,-56,0.004
44,-44,0.005
48,-48,0.004
54,-54,0.005
78,-177,0.006
59,-158,0.006
50,-50,0.006
74,-173,0.005
42,-42,0.005
42,-42,0.004
58,-58,0.005
52,-52,0.003
53,-152,0.003
46,-46,0.003
59,-158,0.006
44,-44,0.003
46,-46,0.003
48,-48,0.003
57,-156,0.005
46,-46,0.006
50,-50,0.004
72,-171,0.005
52,-52,0.005
42,-42,0.003
52,-52,0.003
40,-40,0.003
40,-40,0.006
42,-42,0.003
99,-297,0.005
44,-44,0.003
44,-44,0.004
40,-40,0.003
56,-56,0.005
40,-40,0.002
46,-46,0.003
48,-48,0.004
78,-276,0.005
46,-46,0.002
48,-48,0.003
42,-42,0.005
46,-46,0.003
40,-40,0.004
46,-46,0.003
48,-48,0.003
44,-44,0.003
78,-177,0.005
46,-46,0.004
46,-46,0.003
42,-42,0.002
44,-44,0.004
40,-40,0.003
46,-46,0.003
42,-42,0.002
50,-50,0.003
44,-44,0.003
44,-44,0.004
113,-113,0.008
46,-46,0.003
46,-46,0.003
40,-40,0.004
59,-158,0.005
42,-42,0.002
44,-44,0.002
44,-44,0.002
48,-48,0.004
46,-46,0.004
44,-44,0.002
46,-46,0.002
42,-42,0.003
68,-167,0.004
52,-52,0.004
42,-42,0.003
46,-46,0.003
40,-40,0.002
83,-182,0.004
82,-82,0.009
54,-54,0.002
44,-44,0.002
92,-389,0.007
40,-40,0.002
46,-46,0.003
42,-42,0.002
42,-42,0.002
48,-48,0.002
128,-227,0.009
46,-46,0.003
46,-46,0.003
42,-42,0.004
81,-180,0.007
82,-181,0.006
42,-42,0.002
79,-178,0.006
42,-42,0.002
46,-46,0.002
40,-40,0.002
46,-46,0.002
48,-48,0.005
44,-44,0.003
40,-40,0.003
40,-40,0.002
77,-176,0.003
42,-42,0.003
46,-46,0.004
56,-56,0.003
42,-42,0.002
48,-147,0.003
42,-42,0.002
40,-40,0.004
102,-300,0.005
46,-46,0.002
46,-46,0.002
50,-50,0.003
56,-155,0.003
48,-48,0.004
46,-46,0.003
42,-42,0.003
320,-320,0.015
50,-50,0.003
44,-44,0.003
48,-48,0.003
40,-40,0.004
40,-40,0.002
46,-46,0.003
48,-48,0.002
76,-175,0.003
42,-42,0.004
44,-44,0.004
68,-68,0.003
44,-44,0.002
51,-150,0.003
40,-40,0.003
52,-52,0.004
44,-44,0.005
84,-282,0.003
189,-288,0.013
88,-187,0.004
50,-50,0.004
42,-42,0.004
44,-44,0.003
48,-48,0.003
46,-46,0.003
57,-156,0.005
86,-284,0.008
50,-50,0.003
44,-44,0.003
64,-64,0.006
68,-167,0.007
46,-46,0.003
53,-152,0.008
74,-173,0.005
44,-44,0.002
42,-42,0.005
87,-186,0.007
69,-168,0.004
46,-46,0.002
42,-42,0.007
42,-42,0.003
46,-46,0.002
54,-54,0.003
42,-42,0.005
42,-42,0.004
48,-48,0.003
74,-173,0.005
50,-50,0.006
42,-42,0.003
44,-44,0.004
44,-44,0.003
48,-48,0.005
42,-42,0.005
48,-48,0.004
40,-40,0.002
42,-42,0.003
46,-46,0.005
48,-48,0.003
42,-42,0.003
44,-44,0.003
42,-42,0.004
46,-46,0.005
46,-46,0.002
46,-46,0.004
76,-175,0.008
44,-44,0.003
48,-48,0.004
93,-192,0.007
46,-46,0.005
42,-42,0.003
89,-188,0.008
44,-44,0.004
40,-40,0.004
48,-48,0.004
40,-40,0.004
42,-42,0.004
44,-44,0.004
40,-40,0.005
48,-48,0.003
44,-44,0.005
46,-46,0.002
48,-48,0.005
48,-48,0.004
46,-46,0.007
46,-46,0.007
43,-142,0.004
80,-179,0.007
40,-40,0.005
44,-44,0.003
42,-42,0.005
46,-46,0.004
44,-44,0.006
75,-174,0.005
44,-44,0.004
40,-40,0.003
50,-50,0.005
56,-155,0.003
40,-40,0.003
40,-40,0.003
94,-292,0.007
47,-146,0.002
50,-50,0.006
48,-147,0.003
42,-42,0.004
50,-50,0.003
121,-319,0.009
120,-120,0.007
50,-149,0.005
46,-46,0.005
44,-44,0.003
48,-48,0.003
48,-48,0.002
40,-40,0.006
40,-40,0.004
60,-60,0.003
44,-44,0.003
44,-44,0.003
40,-40,0.005
44,-44,0.003
61,-160,0.004
54,-153,0.004
78,-177,0.007
42,-42,0.004
46,-46,0.003
46,-46,0.005
50,-50,0.005
81,-279,0.007
42,-42,0.006
40,-40,0.005
48,-48,0.006
46,-46,0.005
50,-149,0.004
62,-161,0.005
40,-40,0.006
44,-44,0.004
42,-42,0.004
54,-153,0.006
40,-40,0.005
44,-44,0.004
42,-42,0.005
44,-44,0.003
82,-181,0.007
52,-52,0.005
42,-42,0.004
46,-46,0.006
61,-160,0.009
78,-276,0.006
75,-174,0.005
44,-44,0.005
42,-42,0.004
42,-42,0.005
74,-74,0.006
46,-46,0.002
50,-50,0.004
48,-48,0.004
42,-42,0.004
40,-40,0.004
82,-181,0.005
40,-40,0.004
50,-50,0.004
46,-145,0.002
48,-48,0.003
50,-50,0.006
42,-42,0.003
46,-46,0.003
48,-147,0.003
46,-46,0.002
58,-58,0.005
81,-180,0.005
71,-170,0.005
44,-44,0.024
50,-50,0.006
76,-175,0.012
42,-42,0.004
42,-42,0.003
44,-44,0.005
57,-156,0.005
47,-146,0.003
44,-44,0.006
48,-48,0.004
42,-42,0.003
52,-151,0.004
125,-125,0.012
44,-44,0.006
42,-42,0.004
44,-44,0.005
46,-46,0.004
44,-44,0.004
50,-50,0.003
40,-40,0.005
48,-48,0.005
55,-154,0.004
76,-175,0.004
44,-44,0.006
44,-44,0.003
56,-56,0.004
46,-46,0.003
61,-160,0.006
47,-146,0.004
46,-46,0.003
44,-44,0.002
40,-40,0.003
42,-42,0.005
44,-44,0.005
46,-46,0.003
46,-46,0.004
46,-145,0.004
46,-46,0.004
44,-44,0.002
46,-46,0.004
48,-48,0.002
46,-46,0.004
55,-154,0.006
42,-42,0.003
79,-178,0.004
44,-44,0.005
82,-181,0.004
42,-42,0.002
58,-157,0.003
81,-180,0.008
82,-181,0.005
46,-46,0.003
44,-44,0.005
78,-177,0.006
46,-46,0.002
179,-278,0.011
44,-44,0.005
52,-52,0.003
44,-44,0.002
46,-145,0.004
44,-44,0.004
80,-179,0.005
44,-44,0.004
48,-48,0.004
59,-257,0.005
90,-189,0.004
44,-44,0.004
44,-44,0.006
48,-48,0.004
40,-40,0.004
40,-40,0.003
48,-48,0.003
44,-44,0.004
42,-42,0.003
81,-279,0.004
57,-156,0.003
50,-50,0.006
46,-46,0.003
54,-54,0.003
42,-42,0.003
42,-42,0.002
44,-44,0.005
50,-50,0.004
48,-48,0.003
44,-44,0.003
46,-46,0.005
42,-42,0.004
44,-44,0.004
56,-155,0.003
40,-40,0.002
40,-40,0.004
42,-42,0.004
58,-58,0.003
44,-44,0.003
65,-164,0.007
46,-46,0.003
69,-168,0.004
48,-48,0.002
42,-42,0.002
46,-46,0.005
40,-40,0.003
44,-44,0.003
55,-154,0.003
76,-175,0.003
48,-48,0.007
48,-48,0.002
79,-178,0.004
50,-50,0.002
46,-46,0.004
42,-42,0.003
42,-42,0.003
84,-183,0.004
42,-42,0.003
40,-40,0.003
46,-46,0.004
120,-318,0.007
44,-44,0.003
54,-54,0.002
48,-48,0.004
46,-46,0.003
48,-48,0.002
44,-44,0.003
84,-183,0.004
46,-46,0.004
48,-48,0.003
40,-40,0.003
46,-46,0.002
46,-46,0.003
